sigla_uf,cod_uf,cod_mun,nom_mun, pop 
PR,41,19004,Pérola d'Oeste,6197
PR,41,19103,Piên,13552
PR,41,19152,Pinhais,131048
PR,41,19202,Pinhalão,6564
PR,41,19251,Pinhal de São Bento,2762
PR,41,19301,Pinhão,29931
PR,41,19400,Piraí do Sul,23514
PR,41,19509,Piraquara,131101
PR,41,19608,Pitanga,33640
PR,41,19657,Pitangueiras,3016
PR,41,19707,Planaltina do Paraná,4063
PR,41,19806,Planalto,14300
PR,41,19905,Ponta Grossa,391654
PR,41,19954,Pontal do Paraná,32985
PR,41,20002,Porecatu,11596
PR,41,20101,Porto Amazonas,5543
PR,41,20150,Porto Barreiro,3111
PR,41,20200,Porto Rico,3194
PR,41,20309,Porto Vitória,3484
PR,41,20333,Prado Ferreira,3663
PR,41,20358,Pranchita,5705
PR,41,20408,Presidente Castelo Branco,4334
PR,41,20507,Primeiro de Maio,10239
PR,41,20606,Prudentópolis,49395
PR,41,20655,Quarto Centenário,4213
PR,41,20705,Quatiguá,8092
PR,41,20804,Quatro Barras,26452
PR,41,20853,Quatro Pontes,4051
PR,41,20903,Quedas do Iguaçu,30785
PR,41,21000,Querência do Norte,10708
PR,41,21109,Quinta do Sol,5009
PR,41,21208,Quitandinha,19240
PR,41,21257,Ramilândia,4848
PR,41,21307,Rancho Alegre,3511
PR,41,21356,Rancho Alegre D'Oeste,2615
PR,41,21406,Realeza,18928
PR,41,21505,Rebouças,14524
PR,41,21604,Renascença,6839
PR,41,21703,Reserva,26786
PR,41,21752,Reserva do Iguaçu,7009
PR,41,21802,Ribeirão Claro,12357
PR,41,21901,Ribeirão do Pinhal,13053
PR,41,22008,Rio Azul,14032
PR,41,22107,Rio Bom,3755
PR,41,22156,Rio Bonito do Iguaçu,13955
PR,41,22172,Rio Branco do Ivaí,3866
PR,41,22206,Rio Branco do Sul,32566
PR,41,22305,Rio Negro,31406
PR,41,22404,Rolândia,71344
PR,41,22503,Roncador,11253
PR,41,22602,Rondon,9093
PR,41,22651,Rosário do Ivaí,5697
PR,41,22701,Sabáudia,8819
PR,41,22800,Salgado Filho,4144
PR,41,22909,Salto do Itararé,5195
PR,41,23006,Salto do Lontra,14006
PR,41,23105,Santa Amélia,3396
PR,41,23204,Santa Cecília do Pavão,3361
PR,41,23303,Santa Cruz de Monte Castelo,8630
PR,41,23402,Santa Fé,11397
PR,41,23501,Santa Helena,24917
PR,41,23600,Santa Inês,1744
PR,41,23709,Santa Isabel do Ivaí,8897
PR,41,23808,Santa Izabel do Oeste,12444
PR,41,23824,Santa Lúcia,3668
PR,41,23857,Santa Maria do Oeste,9811
PR,41,23907,Santa Mariana,11111
PR,41,23956,Santa Mônica,3357
PR,41,24004,Santana do Itararé,5514
PR,41,24020,Santa Tereza do Oeste,12928
PR,41,24053,Santa Terezinha de Itaipu,23236
PR,41,24103,Santo Antônio da Platina,45261
PR,41,24202,Santo Antônio do Caiuá,2499
PR,41,24301,Santo Antônio do Paraíso,2122
PR,41,24400,Santo Antônio do Sudoeste,19677
PR,41,24509,Santo Inácio,6184
PR,41,24608,São Carlos do Ivaí,6588
PR,41,24707,São Jerônimo da Serra,10742
PR,41,24806,São João,11683
PR,41,24905,São João do Caiuá,5585
PR,41,25001,São João do Ivaí,10665
PR,41,25100,São João do Triunfo,13725
PR,41,25209,São Jorge d'Oeste,9308
PR,41,25308,São Jorge do Ivaí,5159
PR,41,25357,São Jorge do Patrocínio,6520
PR,41,25407,São José da Boa Vista,5968
PR,41,25456,São José das Palmeiras,4063
PR,41,25506,São José dos Pinhais,327746
PR,41,25555,São Manoel do Paraná,2132
PR,41,25605,São Mateus do Sul,44313
PR,41,25704,São Miguel do Iguaçu,29285
PR,41,25753,São Pedro do Iguaçu,6854
PR,41,25803,São Pedro do Ivaí,8691
PR,41,25902,São Pedro do Paraná,2654
PR,41,26009,São Sebastião da Amoreira,8070
PR,41,26108,São Tomé,5385
PR,41,26207,Sapopema,6444
PR,41,26256,Sarandi,126057
PR,41,26272,Saudade do Iguaçu,6137
PR,41,26306,Sengés,17112
PR,41,26355,Serranópolis do Iguaçu,5034
PR,41,26405,Sertaneja,5761
PR,41,26504,Sertanópolis,16694
PR,41,26603,Siqueira Campos,24083
PR,41,26652,Sulina,3440
PR,41,26678,Tamarana,12115
PR,41,26702,Tamboara,4879
PR,41,26801,Tapejara,15659
PR,41,26900,Tapira,5743
PR,41,27007,Teixeira Soares,9565
PR,41,27106,Telêmaco Borba,73331
PR,41,27205,Terra Boa,18654
PR,41,27304,Terra Rica,14862
PR,41,27403,Terra Roxa,18448
PR,41,27502,Tibagi,18612
PR,41,27601,Tijucas do Sul,17717
PR,41,27700,Toledo,156123
PR,41,27809,Tomazina,9659
PR,41,27858,Três Barras do Paraná,11142
PR,41,27882,Tunas do Paraná,8617
PR,41,27908,Tuneiras do Oeste,10332
PR,41,27957,Tupãssi,8088
PR,41,27965,Turvo,16147
PR,41,28005,Ubiratã,24733
PR,41,28104,Umuarama,117148
PR,41,28203,União da Vitória,55238
PR,41,28302,Uniflor,2136
PR,41,28401,Uraí,10378
PR,41,28500,Wenceslau Braz,18894
PR,41,28534,Ventania,9682
PR,41,28559,Vera Cruz do Oeste,9326
PR,41,28609,Verê,7929
PR,41,28625,Alto Paraíso,3059
PR,41,28633,Doutor Ulysses,6216
PR,41,28658,Virmond,3813
PR,41,28708,Vitorino,9942
PR,41,28807,Xambrê,5769
SC,42,00051,Abdon Batista,2600
SC,42,00101,Abelardo Luz,17389
SC,42,00200,Agrolândia,11010
SC,42,00309,Agronômica,6055
SC,42,00408,Água Doce,6286
SC,42,00507,Águas de Chapecó,5872
SC,42,00556,Águas Frias,2802
SC,42,00606,Águas Mornas,6765
SC,42,00705,Alfredo Wagner,10455
SC,42,00754,Alto Bela Vista,1859
SC,42,00804,Anchieta,5942
SC,42,00903,Angelina,5497
SC,42,01000,Anita Garibaldi,8286
SC,42,01109,Anitápolis,3463
SC,42,01208,Antônio Carlos,11295
SC,42,01257,Apiúna,11926
SC,42,01273,Arabutã,4378
SC,42,01307,Araquari,45462
SC,42,01406,Araranguá,72138
SC,42,01505,Armazém,8825
SC,42,01604,Arroio Trinta,3556
SC,42,01653,Arvoredo,2539
SC,42,01703,Ascurra,8408
SC,42,01802,Atalanta,3218
SC,42,01901,Aurora,6810
SC,42,01950,Balneário Arroio do Silva,15693
SC,42,02008,Balneário Camboriú,140036
SC,42,02057,Balneário Barra do Sul,14885
SC,42,02073,Balneário Gaivota,15353
SC,42,02081,Bandeirante,3144
SC,42,02099,Barra Bonita,1608
SC,42,02107,Barra Velha,45633
SC,42,02131,Bela Vista do Toldo,5863
SC,42,02156,Belmonte,2703
SC,42,02206,Benedito Novo,10484
SC,42,02305,Biguaçu,78623
SC,42,02404,Blumenau,363340
SC,42,02438,Bocaina do Sul,3514
SC,42,02453,Bombinhas,24416
SC,42,02503,Bom Jardim da Serra,4362
SC,42,02537,Bom Jesus,2721
SC,42,02578,Bom Jesus do Oeste,2182
SC,42,02602,Bom Retiro,8698
SC,42,02701,Botuverá,5368
SC,42,02800,Braço do Norte,34113
SC,42,02859,Braço do Trombudo,3954
SC,42,02875,Brunópolis,2488
SC,42,02909,Brusque,141676
SC,42,03006,Caçador,74105
SC,42,03105,Caibi,6199
SC,42,03154,Calmon,3465
SC,42,03204,Camboriú,112167
SC,42,03253,Capão Alto,2892
SC,42,03303,Campo Alegre,12318
SC,42,03402,Campo Belo do Sul,7345
SC,42,03501,Campo Erê,9562
SC,42,03600,Campos Novos,36976
SC,42,03709,Canelinha,12759
SC,42,03808,Canoinhas,54848
SC,42,03907,Capinzal,23184
SC,42,03956,Capivari de Baixo,22873
SC,42,04004,Catanduvas,10565
SC,42,04103,Caxambu do Sul,4614
SC,42,04152,Celso Ramos,2802
SC,42,04178,Cerro Negro,3318
SC,42,04194,Chapadão do Lageado,2949
SC,42,04202,Chapecó,251150
SC,42,04251,Cocal do Sul,17241
SC,42,04301,Concórdia,81625
SC,42,04350,Cordilheira Alta,4735
SC,42,04400,Coronel Freitas,10303
SC,42,04459,Coronel Martins,2069
SC,42,04509,Corupá,15287
SC,42,04558,Correia Pinto,15720
SC,42,04608,Criciúma,231088
SC,42,04707,Cunha Porã,10904
SC,42,04756,Cunhataí,1757
SC,42,04806,Curitibanos,40289
SC,42,04905,Descanso,8559
SC,42,05001,Dionísio Cerqueira,14989
SC,42,05100,Dona Emma,4006
SC,42,05159,Doutor Pedrinho,3670
SC,42,05175,Entre Rios,3322
SC,42,05191,Ermo,2270
SC,42,05209,Erval Velho,4824
SC,42,05308,Faxinal dos Guedes,10965
SC,42,05357,Flor do Sertão,1784
SC,42,05407,Florianópolis,574200
SC,42,05431,Formosa do Sul,2682
SC,42,05456,Forquilhinha,31692
SC,42,05506,Fraiburgo,33662
SC,42,05555,Frei Rogério,2411
SC,42,05605,Galvão,3219
SC,42,05704,Garopaba,29801
SC,42,05803,Garuva,18697
SC,42,05902,Gaspar,73053
SC,42,06009,Governador Celso Ramos,17306
SC,42,06108,Grão-Pará,6149
SC,42,06207,Gravatal,14022
SC,42,06306,Guabiruba,24578
SC,42,06405,Guaraciaba,11154
SC,42,06504,Guaramirim,46502
SC,42,06603,Guarujá do Sul,4819
SC,42,06652,Guatambú,8400
SC,42,06702,Herval d'Oeste,21339
SC,42,06751,Ibiam,2003
SC,42,06801,Ibicaré,3267
SC,42,06900,Ibirama,21425
SC,42,07007,Içara,64456
SC,42,07106,Ilhota,20319
SC,42,07205,Imaruí,12331
SC,42,07304,Imbituba,54258
SC,42,07403,Imbuia,5988
SC,42,07502,Indaial,71369
SC,42,07577,Iomerê,2865
SC,42,07601,Ipira,4580
SC,42,07650,Iporã do Oeste,9333
SC,42,07684,Ipuaçu,7726
SC,42,07700,Ipumirim,7815
SC,42,07759,Iraceminha,3987
SC,42,07809,Irani,10014
SC,42,07858,Irati,2069
SC,42,07908,Irineópolis,10298
SC,42,08005,Itá,7063
SC,42,08104,Itaiópolis,22065
SC,42,08203,Itajaí,291169
SC,42,08302,Itapema,76247
SC,42,08401,Itapiranga,16503
SC,42,08450,Itapoá,30731
SC,42,08500,Ituporanga,26694
SC,42,08609,Jaborá,4314
SC,42,08708,Jacinto Machado,10624
SC,42,08807,Jaguaruna,19538
SC,42,08906,Jaraguá do Sul,193304
SC,42,08955,Jardinópolis,1785
SC,42,09003,Joaçaba,29976
SC,42,09102,Joinville,617979
SC,42,09151,José Boiteux,5991
SC,42,09177,Jupiá,2542
SC,42,09201,Lacerdópolis,2256
SC,42,09300,Lages,164881
SC,42,09409,Laguna,41269
SC,42,09458,Lajeado Grande,1682
SC,42,09508,Laurentino,7524
SC,42,09607,Lauro Müller,14192
SC,42,09706,Lebon Régis,11553
SC,42,09805,Leoberto Leal,3334
SC,42,09854,Lindóia do Sul,4549
SC,42,09904,Lontras,12913
SC,42,10001,Luiz Alves,12249
SC,42,10035,Luzerna,5760
SC,42,10050,Macieira,1778
SC,42,10100,Mafra,55463
SC,42,10209,Major Gercino,3887
SC,42,10308,Major Vieira,7359
SC,42,10407,Maracajá,7825
SC,42,10506,Maravilha,28045
SC,42,10555,Marema,2177
SC,42,10605,Massaranduba,18922
SC,42,10704,Matos Costa,2762
SC,42,10803,Meleiro,6940
SC,42,10852,Mirim Doce,2502
SC,42,10902,Modelo,4085
SC,42,11009,Mondaí,9961
SC,42,11058,Monte Carlo,9131
SC,42,11108,Monte Castelo,7754
SC,42,11207,Morro da Fumaça,18687
SC,42,11256,Morro Grande,2982
SC,42,11306,Navegantes,88655
SC,42,11405,Nova Erechim,5179
SC,42,11454,Nova Itaberaba,4432
SC,42,11504,Nova Trento,13645
SC,42,11603,Nova Veneza,13396
SC,42,11652,Novo Horizonte,2652
SC,42,11702,Orleans,23531
SC,42,11751,Otacílio Costa,17357
SC,42,11801,Ouro,7025
SC,42,11850,Ouro Verde,2168
SC,42,11876,Paial,1931
SC,42,11892,Painel,2199
SC,42,11900,Palhoça,236638
SC,42,12007,Palma Sola,7601
SC,42,12056,Palmeira,2627
SC,42,12106,Palmitos,15627
SC,42,12205,Papanduva,19132
SC,42,12239,Paraíso,4437
SC,42,12254,Passo de Torres,12875
SC,42,12270,Passos Maia,4025
SC,42,12304,Paulo Lopes,9326
SC,42,12403,Pedras Grandes,4233
SC,42,12502,Penha,33400
SC,42,12601,Peritiba,2993
SC,42,12650,Pescaria Brava,10224
SC,42,12700,Petrolândia,6718
SC,42,12809,Balneário Piçarras,28177
SC,42,12908,Pinhalzinho,21495
SC,42,13005,Pinheiro Preto,3469
SC,42,13104,Piratuba,5746
SC,42,13153,Planalto Alegre,2946
SC,42,13203,Pomerode,34699
SC,42,13302,Ponte Alta,4437
SC,42,13351,Ponte Alta do Norte,3217
SC,42,13401,Ponte Serrada,10414
SC,42,13500,Porto Belo,27726
SC,42,13609,Porto União,32190
SC,42,13708,Pouso Redondo,17143
SC,42,13807,Praia Grande,8131
SC,42,13906,Presidente Castello Branco,1692
SC,42,14003,Presidente Getúlio,21231
SC,42,14102,Presidente Nereu,2300
SC,42,14151,Princesa,2964
SC,42,14201,Quilombo,11027
SC,42,14300,Rancho Queimado,3252
SC,42,14409,Rio das Antas,6221
SC,42,14508,Rio do Campo,6447
SC,42,14607,Rio do Oeste,7623
SC,42,14706,Rio dos Cedros,10879
SC,42,14805,Rio do Sul,70952
SC,42,14904,Rio Fortuna,4885
SC,42,15000,Rio Negrinho,38531
SC,42,15059,Rio Rufino,2432
SC,42,15075,Riqueza,4769
SC,42,15109,Rodeio,12715
SC,42,15208,Romelândia,4826
SC,42,15307,Salete,7502
SC,42,15356,Saltinho,3626
SC,42,15406,Salto Veloso,4416
SC,42,15455,Sangão,12995
SC,42,15505,Santa Cecília,15247
SC,42,15554,Santa Helena,2427
SC,42,15604,Santa Rosa de Lima,2002
SC,42,15653,Santa Rosa do Sul,9308
SC,42,15679,Santa Terezinha,8061
SC,42,15687,Santa Terezinha do Progresso,2580
SC,42,15695,Santiago do Sul,1642
SC,42,15703,Santo Amaro da Imperatriz,28260
SC,42,15752,São Bernardino,2651
SC,42,15802,São Bento do Sul,82760
SC,42,15901,São Bonifácio,2950
SC,42,16008,São Carlos,10279
SC,42,16057,São Cristóvão do Sul,6092
SC,42,16107,São Domingos,8984
SC,42,16206,São Francisco do Sul,52428
SC,42,16255,São João do Oeste,6287
SC,42,16305,São João Batista,32360
SC,42,16354,São João do Itaperiú,4484
SC,42,16404,São João do Sul,8642
SC,42,16503,São Joaquim,26026
SC,42,16602,São José,287409
SC,42,16701,São José do Cedro,15100
SC,42,16800,São José do Cerrito,8708
SC,42,16909,São Lourenço do Oeste,24774
SC,42,17006,São Ludgero,13431
SC,42,17105,São Martinho,3654
SC,42,17154,São Miguel da Boa Vista,1768
SC,42,17204,São Miguel do Oeste,43946
SC,42,17253,São Pedro de Alcântara,5693
SC,42,17303,Saudades,10272
SC,42,17402,Schroeder,20213
SC,42,17501,Seara,18623
SC,42,17550,Serra Alta,3314
SC,42,17600,Siderópolis,13862
SC,42,17709,Sombrio,29503
SC,42,17758,Sul Brasil,2878
SC,42,17808,Taió,18282
SC,42,17907,Tangará,8153
SC,42,17956,Tigrinhos,2325
SC,42,18004,Tijucas,49474
SC,42,18103,Timbé do Sul,5377
SC,42,18202,Timbó,46144
SC,42,18251,Timbó Grande,7368
SC,42,18301,Três Barras,19782
SC,42,18350,Treviso,3783
SC,42,18400,Treze de Maio,7354
SC,42,18509,Treze Tílias,8803
SC,42,18608,Trombudo Central,7074
SC,42,18707,Tubarão,114389
SC,42,18756,Tunápolis,5018
SC,42,18806,Turvo,12993
SC,42,18855,União do Oeste,2782
SC,42,18905,Urubici,11156
SC,42,18954,Urupema,2719
SC,42,19002,Urussanga,20915
SC,42,19101,Vargeão,3585
SC,42,19150,Vargem,2621
SC,42,19176,Vargem Bonita,4572
SC,42,19200,Vidal Ramos,6160
SC,42,19309,Videira,55921
SC,42,19358,Vitor Meireles,5362
SC,42,19408,Witmarsum,4314
SC,42,19507,Xanxerê,50998
SC,42,19606,Xavantina,3654
SC,42,19705,Xaxim,31625
SC,42,19853,Zortéa,3925
SC,42,20000,Balneário Rincão,15880
RS,43,00034,Aceguá,4156
RS,43,00059,Água Santa,4345
RS,43,00109,Agudo,16740
RS,43,00208,Ajuricaba,6707
RS,43,00307,Alecrim,6169
RS,43,00406,Alegrete,71945
RS,43,00455,Alegria,3652
RS,43,00471,Almirante Tamandaré do Sul,1967
RS,43,00505,Alpestre,7065
RS,43,00554,Alto Alegre,1800
RS,43,00570,Alto Feliz,3061
RS,43,00604,Alvorada,185921
RS,43,00638,Amaral Ferrador,5268
RS,43,00646,Ametista do Sul,7529
RS,43,00661,André da Rocha,1129
RS,43,00703,Anta Gorda,5962
RS,43,00802,Antônio Prado,14292
RS,43,00851,Arambaré,4109
RS,43,00877,Araricá,8293
RS,43,00901,Aratiba,6495
RS,43,01008,Arroio do Meio,21961
RS,43,01057,Arroio do Sal,11082
RS,43,01073,Arroio do Padre,2638
RS,43,01107,Arroio dos Ratos,14555
RS,43,01206,Arroio do Tigre,12022
RS,43,01305,Arroio Grande,17440
RS,43,01404,Arvorezinha,10328
RS,43,01503,Augusto Pestana,7146
RS,43,01552,Áurea,3401
RS,43,01602,Bagé,113173
RS,43,01636,Balneário Pinhal,14769
RS,43,01651,Barão,6476
RS,43,01701,Barão de Cotegipe,7150
RS,43,01750,Barão do Triunfo,5893
RS,43,01800,Barracão,5115
RS,43,01859,Barra do Guarita,3161
RS,43,01875,Barra do Quaraí,4053
RS,43,01909,Barra do Ribeiro,11925
RS,43,01925,Barra do Rio Azul,1695
RS,43,01958,Barra Funda,2497
RS,43,02006,Barros Cassal,9299
RS,43,02055,Benjamin Constant do Sul,1981
RS,43,02105,Bento Gonçalves,129430
RS,43,02154,Boa Vista das Missões,1899
RS,43,02204,Boa Vista do Buricá,7030
RS,43,02220,Boa Vista do Cadeado,2222
RS,43,02238,Boa Vista do Incra,2267
RS,43,02253,Boa Vista do Sul,2746
RS,43,02303,Bom Jesus,10725
RS,43,02352,Bom Princípio,15619
RS,43,02378,Bom Progresso,2106
RS,43,02402,Bom Retiro do Sul,12245
RS,43,02451,Boqueirão do Leão,6231
RS,43,02501,Bossoroca,5886
RS,43,02584,Bozano,2135
RS,43,02600,Braga,3264
RS,43,02659,Brochier,5895
RS,43,02709,Butiá,18711
RS,43,02808,Caçapava do Sul,32447
RS,43,02907,Cacequi,11166
RS,43,03004,Cachoeira do Sul,79778
RS,43,03103,Cachoeirinha,134545
RS,43,03202,Cacique Doble,4602
RS,43,03301,Caibaté,4707
RS,43,03400,Caiçara,4810
RS,43,03509,Camaquã,61598
RS,43,03558,Camargo,3204
RS,43,03608,Cambará do Sul,6263
RS,43,03673,Campestre da Serra,3243
RS,43,03707,Campina das Missões,5882
RS,43,03806,Campinas do Sul,5266
RS,43,03905,Campo Bom,65380
RS,43,04002,Campo Novo,4992
RS,43,04101,Campos Borges,3606
RS,43,04200,Candelária,28249
RS,43,04309,Cândido Godói,6291
RS,43,04358,Candiota,10418
RS,43,04408,Canela,53348
RS,43,04507,Canguçu,48922
RS,43,04606,Canoas,339133
RS,43,04614,Canudos do Vale,1660
RS,43,04622,Capão Bonito do Sul,1724
RS,43,04630,Capão da Canoa,62040
RS,43,04655,Capão do Cipó,3122
RS,43,04663,Capão do Leão,27071
RS,43,04671,Capivari do Sul,3986
RS,43,04689,Capela de Santana,10970
RS,43,04697,Capitão,2888
RS,43,04705,Carazinho,60983
RS,43,04713,Caraá,8957
RS,43,04804,Carlos Barbosa,29834
RS,43,04853,Carlos Gomes,1355
RS,43,04903,Casca,9464
RS,43,04952,Caseiros,3000
RS,43,05009,Catuípe,8679
RS,43,05108,Caxias do Sul,503068
RS,43,05116,Centenário,2725
RS,43,05124,Cerrito,5847
RS,43,05132,Cerro Branco,3803
RS,43,05157,Cerro Grande,2318
RS,43,05173,Cerro Grande do Sul,9054
RS,43,05207,Cerro Largo,13710
RS,43,05306,Chapada,9475
RS,43,05355,Charqueadas,34954
RS,43,05371,Charrua,3345
RS,43,05405,Chiapetta,3901
RS,43,05439,Chuí,6438
RS,43,05447,Chuvisca,4583
RS,43,05454,Cidreira,16742
RS,43,05504,Ciríaco,4142
RS,43,05587,Colinas,2415
RS,43,05603,Colorado,3258
RS,43,05702,Condor,6406
RS,43,05801,Constantina,10383
RS,43,05835,Coqueiro Baixo,1284
RS,43,05850,Coqueiros do Sul,2204
RS,43,05871,Coronel Barros,2819
RS,43,05900,Coronel Bicaco,6082
RS,43,05934,Coronel Pilar,1592
RS,43,05959,Cotiporã,3850
RS,43,05975,Coxilha,3172
RS,43,06007,Crissiumal,12852
RS,43,06056,Cristal,7352
RS,43,06072,Cristal do Sul,2694
RS,43,06106,Cruz Alta,59057
RS,43,06130,Cruzaltense,1635
RS,43,06205,Cruzeiro do Sul,11618
RS,43,06304,David Canabarro,4324
RS,43,06320,Derrubadas,2749
RS,43,06353,Dezesseis de Novembro,2506
RS,43,06379,Dilermando de Aguiar,2806
RS,43,06403,Dois Irmãos,30551
RS,43,06429,Dois Irmãos das Missões,2063
RS,43,06452,Dois Lajeados,2965
RS,43,06502,Dom Feliciano,13059
RS,43,06551,Dom Pedro de Alcântara,2499
RS,43,06601,Dom Pedrito,36559
RS,43,06700,Dona Francisca,3079
RS,43,06734,Doutor Maurício Cardoso,4470
RS,43,06759,Doutor Ricardo,1866
RS,43,06767,Eldorado do Sul,39330
RS,43,06809,Encantado,22391
RS,43,06908,Encruzilhada do Sul,22276
RS,43,06924,Engenho Velho,1291
RS,43,06932,Entre-Ijuís,9157
RS,43,06957,Entre Rios do Sul,2681
RS,43,06973,Erebango,3037
RS,43,07005,Erechim,105428
RS,43,07054,Ernestina,3021
RS,43,07104,Herval,6380
RS,43,07203,Erval Grande,4908
RS,43,07302,Erval Seco,6748
RS,43,07401,Esmeralda,3175
RS,43,07450,Esperança do Sul,3225
RS,43,07500,Espumoso,15118
RS,43,07559,Estação,5517
RS,43,07609,Estância Velha,48682
RS,43,07708,Esteio,74653
RS,43,07807,Estrela,31909
RS,43,07815,Estrela Velha,3066
RS,43,07831,Eugênio de Castro,2633
RS,43,07864,Fagundes Varela,2566
RS,43,07906,Farroupilha,74879
RS,43,08003,Faxinal do Soturno,6686
RS,43,08052,Faxinalzinho,2521
RS,43,08078,Fazenda Vilanova,4298
RS,43,08102,Feliz,15174
RS,43,08201,Flores da Cunha,33430
RS,43,08250,Floriano Peixoto,2038
RS,43,08300,Fontoura Xavier,9573
RS,43,08409,Formigueiro,6439
RS,43,08433,Forquetinha,2521
RS,43,08458,Fortaleza dos Valos,4455
RS,43,08508,Frederico Westphalen,32284
RS,43,08607,Garibaldi,35219
RS,43,08656,Garruchos,2615
RS,43,08706,Gaurama,5676
RS,43,08805,General Câmara,7346
RS,43,08854,Gentil,1745
RS,43,08904,Getúlio Vargas,18111
RS,43,09001,Giruá,15971
RS,43,09050,Glorinha,7653
RS,43,09100,Gramado,44643
RS,43,09126,Gramado dos Loureiros,2003
RS,43,09159,Gramado Xavier,3304
RS,43,09209,Gravataí,279205
RS,43,09258,Guabiju,1396
RS,43,09308,Guaíba,91304
RS,43,09407,Guaporé,24958
RS,43,09506,Guarani das Missões,7554
RS,43,09555,Harmonia,5660
RS,43,09571,Herveiras,2559
RS,43,09605,Horizontina,18852
RS,43,09654,Hulha Negra,5851
RS,43,09704,Humaitá,4690
RS,43,09753,Ibarama,3722
RS,43,09803,Ibiaçá,4560
RS,43,09902,Ibiraiaras,6764
RS,43,09951,Ibirapuitã,4159
RS,43,10009,Ibirubá,21733
RS,43,10108,Igrejinha,33173
RS,43,10207,Ijuí,85135
RS,43,10306,Ilópolis,4094
RS,43,10330,Imbé,27053
RS,43,10363,Imigrante,3082
RS,43,10405,Independência,6519
RS,43,10413,Inhacorá,2011
RS,43,10439,Ipê,6554
RS,43,10462,Ipiranga do Sul,1714
RS,43,10504,Iraí,7489
RS,43,10538,Itaara,5747
RS,43,10553,Itacurubi,2995
RS,43,10579,Itapuca,1937
RS,43,10603,Itaqui,35408
RS,43,10652,Itati,2941
RS,43,10702,Itatiba do Sul,3206
RS,43,10751,Ivorá,2012
RS,43,10801,Ivoti,22911
RS,43,10850,Jaboticaba,3754
RS,43,10876,Jacuizinho,2028
RS,43,10900,Jacutinga,3198
RS,43,11007,Jaguarão,26583
RS,43,11106,Jaguari,10527
RS,43,11122,Jaquirana,3692
RS,43,11130,Jari,3349
RS,43,11155,Jóia,7123
RS,43,11205,Júlio de Castilhos,18121
RS,43,11239,Lagoa Bonita do Sul,2253
RS,43,11254,Lagoão,5343
RS,43,11270,Lagoa dos Três Cantos,1726
RS,43,11304,Lagoa Vermelha,27598
RS,43,11403,Lajeado,97432
RS,43,11429,Lajeado do Bugre,2569
RS,43,11502,Lavras do Sul,7458
RS,43,11601,Liberato Salzano,4664
RS,43,11627,Lindolfo Collor,6156
RS,43,11643,Linha Nova,1763
RS,43,11700,Machadinho,5729
RS,43,11718,Maçambará,4427
RS,43,11734,Mampituba,2954
RS,43,11759,Manoel Viana,6732
RS,43,11775,Maquiné,8222
RS,43,11791,Maratá,2515
RS,43,11809,Marau,46643
RS,43,11908,Marcelino Ramos,4314
RS,43,11981,Mariana Pimentel,3889
RS,43,12005,Mariano Moro,1856
RS,43,12054,Marques de Souza,3928
RS,43,12104,Mata,4697
RS,43,12138,Mato Castelhano,2552
RS,43,12153,Mato Leitão,4848
RS,43,12179,Mato Queimado,1793
RS,43,12203,Maximiliano de Almeida,4763
RS,43,12252,Minas do Leão,7470
RS,43,12302,Miraguaí,4388
RS,43,12351,Montauri,1495
RS,43,12377,Monte Alegre dos Campos,3610
RS,43,12385,Monte Belo do Sul,2584
RS,43,12401,Montenegro,66878
RS,43,12427,Mormaço,2748
RS,43,12443,Morrinhos do Sul,3091
RS,43,12450,Morro Redondo,5568
RS,43,12476,Morro Reuter,6124
RS,43,12500,Mostardas,13035
RS,43,12609,Muçum,4492
RS,43,12617,Muitos Capões,2811
RS,43,12625,Muliterno,1718
RS,43,12658,Não-Me-Toque,17821
RS,43,12674,Nicolau Vergueiro,1935
RS,43,12708,Nonoai,13466
RS,43,12757,Nova Alvorada,3169
RS,43,12807,Nova Araçá,4968
RS,43,12906,Nova Bassano,9582
RS,43,12955,Nova Boa Vista,2040
RS,43,13003,Nova Bréscia,3037
RS,43,13011,Nova Candelária,3056
RS,43,13037,Nova Esperança do Sul,4858
RS,43,13060,Nova Hartz,19799
RS,43,13086,Nova Pádua,2334
RS,43,13102,Nova Palma,5328
RS,43,13201,Nova Petrópolis,28579
RS,43,13300,Nova Prata,25656
RS,43,13334,Nova Ramada,2157
RS,43,13359,Nova Roma do Sul,3468
RS,43,13375,Nova Santa Rita,28290
RS,43,13391,Novo Cabrais,3550
RS,43,13409,Novo Hamburgo,241306
RS,43,13425,Novo Machado,3198
RS,43,13441,Novo Tiradentes,2115
RS,43,13466,Novo Xingu,1646
RS,43,13490,Novo Barreiro,4233
RS,43,13508,Osório,50395
RS,43,13607,Paim Filho,3979
RS,43,13656,Palmares do Sul,12969
RS,43,13706,Palmeira das Missões,32873
RS,43,13805,Palmitinho,7830
RS,43,13904,Panambi,43320
RS,43,13953,Pantano Grande,10255
RS,43,14001,Paraí,7205
RS,43,14027,Paraíso do Sul,6472
RS,43,14035,Pareci Novo,4072
RS,43,14050,Parobé,54095
RS,43,14068,Passa Sete,3943
RS,43,14076,Passo do Sobrado,6006
RS,43,14100,Passo Fundo,217240
RS,43,14134,Paulo Bento,2144
RS,43,14159,Paverama,7933
RS,43,14175,Pedras Altas,2213
RS,43,14209,Pedro Osório,7652
